i	E(i)	g[i]	hist[i]
801	1474.000000	-10236721.806249	3
802	1476.000000	-10236722.806249	2
803	1478.000000	-10236723.806249	1
804	1480.000000	-10236722.806249	2
805	1482.000000	-10236721.806249	3
806	1484.000000	-10236723.806249	1
807	1486.000000	-10236721.806249	3
808	1488.000000	-10236722.806249	2
809	1490.000000	-10236720.806249	4
810	1492.000000	-10236723.806249	1
811	1494.000000	-10236722.806249	2
812	1496.000000	-10236721.806249	3
813	1498.000000	-10236720.806249	4
814	1500.000000	-10236722.806249	2
815	1502.000000	-10236723.806249	1
816	1504.000000	-10236723.806249	1
817	1506.000000	-10236722.806249	2
818	1508.000000	-10236720.806249	4
819	1510.000000	-10236723.806249	1
820	1512.000000	-10236722.806249	2
821	1514.000000	-10236723.806249	1
822	1516.000000	-10236723.806249	1
823	1518.000000	-10236723.806249	1
824	1520.000000	-10236721.806249	3
825	1522.000000	-10236723.806249	1
826	1524.000000	-10236720.806249	4
827	1526.000000	-10236722.806249	2
828	1528.000000	-10236722.806249	2
829	1530.000000	-10236723.806249	1
830	1532.000000	-10236720.806249	4
831	1534.000000	-10236717.806250	7
832	1536.000000	-10236721.806249	3
833	1538.000000	-10236717.806250	7
834	1540.000000	-10236719.806250	5
835	1542.000000	-10236721.806249	3
836	1544.000000	-10236723.806249	1
837	1546.000000	-10236722.806249	2
838	1548.000000	-10236718.806250	6
839	1550.000000	-10236723.806249	1
840	1552.000000	-10236720.806249	4
841	1554.000000	-10236715.806250	9
842	1556.000000	-10236720.806249	4
843	1558.000000	-10236722.806249	2
844	1560.000000	-10236722.806249	2
845	1562.000000	-10236719.806250	5
846	1564.000000	-10236723.806249	1
847	1566.000000	-10236720.806249	4
848	1568.000000	-10236717.806250	7
849	1570.000000	-10236719.806250	5
850	1572.000000	-10236720.806249	4
851	1574.000000	-10236722.806249	2
852	1576.000000	-10236718.806250	6
853	1578.000000	-10236723.806249	1
854	1580.000000	-10236721.806249	3
855	1582.000000	-10236721.806249	3
856	1584.000000	-10236722.806249	2
857	1586.000000	-10236720.806249	4
858	1588.000000	-10236723.806249	1
859	1590.000000	-10236721.806249	3
860	1592.000000	-10236718.806250	6
861	1594.000000	-10236723.806249	1
862	1596.000000	-10236722.806249	2
863	1598.000000	-10236716.806250	8
864	1600.000000	-10236722.806249	2
865	1602.000000	-10236722.806249	2
866	1604.000000	-10236723.806249	1
867	1606.000000	-10236716.806250	8
868	1608.000000	-10236717.806250	7
869	1610.000000	-10236721.806249	3
870	1612.000000	-10236722.806249	2
871	1614.000000	-10236721.806249	3
872	1616.000000	-10236719.806250	5
873	1618.000000	-10236721.806249	3
874	1620.000000	-10236723.806249	1
875	1622.000000	-10236722.806249	2
876	1624.000000	-10236722.806249	2
877	1626.000000	-10236720.806249	4
878	1628.000000	-10236722.806249	2
879	1630.000000	-10236721.806249	3
880	1632.000000	-10236723.806249	1
881	1634.000000	-10236722.806249	2
882	1636.000000	-10236720.806249	4
883	1638.000000	-10236718.806250	6
884	1640.000000	-10236722.806249	2
885	1642.000000	-10236722.806249	2
886	1644.000000	-10236722.806249	2
887	1646.000000	-10236723.806249	1
888	1648.000000	-10236723.806249	1
889	1650.000000	-10236721.806249	3
890	1652.000000	-10236718.806250	6
891	1654.000000	-10236722.806249	2
892	1656.000000	-10236720.806249	4
893	1658.000000	-10236722.806249	2
894	1660.000000	-10236723.806249	1
895	1662.000000	-10236717.806250	7
896	1664.000000	-10236722.806249	2
897	1666.000000	-10236720.806249	4
898	1668.000000	-10236721.806249	3
899	1670.000000	-10236720.806249	4
900	1672.000000	-10236721.806249	3
901	1674.000000	-10236720.806249	4
902	1676.000000	-10236714.806250	10
903	1678.000000	-10236719.806250	5
904	1680.000000	-10236719.806250	5
905	1682.000000	-10236722.806249	2
906	1684.000000	-10236721.806249	3
907	1686.000000	-10236723.806249	1
908	1688.000000	-10236722.806249	2
909	1690.000000	-10236719.806250	5
910	1692.000000	-10236722.806249	2
911	1694.000000	-10236721.806249	3
912	1696.000000	-10236722.806249	2
913	1698.000000	-10236721.806249	3
914	1700.000000	-10236719.806250	5
915	1702.000000	-10236718.806250	6
916	1704.000000	-10236720.806249	4
917	1706.000000	-10236723.806249	1
918	1708.000000	-10236722.806249	2
919	1710.000000	-10236721.806249	3
920	1712.000000	-10236722.806249	2
921	1714.000000	-10236722.806249	2
922	1716.000000	-10236722.806249	2
923	1718.000000	-10236720.806249	4
924	1720.000000	-10236722.806249	2
925	1722.000000	-10236722.806249	2
926	1724.000000	-10236721.806249	3
927	1726.000000	-10236722.806249	2
928	1728.000000	-10236720.806249	4
929	1730.000000	-10236721.806249	3
930	1732.000000	-10236722.806249	2
931	1734.000000	-10236722.806249	2
932	1736.000000	-10236722.806249	2
933	1738.000000	-10236722.806249	2
934	1740.000000	-10236712.806250	12
935	1742.000000	-10236711.806250	13
936	1744.000000	-10236715.806250	9
937	1746.000000	-10236715.806250	9
938	1748.000000	-10236717.806250	7
939	1750.000000	-10236721.806249	3
940	1752.000000	-10236721.806249	3
941	1754.000000	-10236718.806250	6
942	1756.000000	-10236720.806249	4
943	1758.000000	-10236719.806250	5
944	1760.000000	-10236722.806249	2
945	1762.000000	-10236721.806249	3
946	1764.000000	-10236718.806250	6
947	1766.000000	-10236713.806250	11
948	1768.000000	-10236720.806249	4
949	1770.000000	-10236721.806249	3
950	1772.000000	-10236720.806249	4
951	1774.000000	-10236718.806250	6
952	1776.000000	-10236720.806249	4
953	1778.000000	-10236720.806249	4
954	1780.000000	-10236720.806249	4
955	1782.000000	-10236723.806249	1
956	1784.000000	-10236721.806249	3
957	1786.000000	-10236718.806250	6
958	1788.000000	-10236719.806250	5
959	1790.000000	-10236719.806250	5
960	1792.000000	-10236718.806250	6
961	1794.000000	-10236719.806250	5
962	1796.000000	-10236718.806250	6
963	1798.000000	-10236721.806249	3
964	1800.000000	-10236721.806249	3
965	1802.000000	-10236722.806249	2
966	1804.000000	-10236716.806250	8
967	1806.000000	-10236717.806250	7
968	1808.000000	-10236721.806249	3
969	1810.000000	-10236719.806250	5
970	1812.000000	-10236723.806249	1
971	1814.000000	-10236723.806249	1
972	1816.000000	-10236723.806249	1
973	1818.000000	-10236715.806250	9
974	1820.000000	-10236717.806250	7
975	1822.000000	-10236714.806250	10
976	1824.000000	-10236710.806250	14
977	1826.000000	-10236711.806250	13
978	1828.000000	-10236716.806250	8
979	1830.000000	-10236710.806250	14
980	1832.000000	-10236712.806250	12
981	1834.000000	-10236709.806250	15
982	1836.000000	-10236710.806250	14
983	1838.000000	-10236711.806250	13
984	1840.000000	-10236711.806250	13
985	1842.000000	-10236713.806250	11
986	1844.000000	-10236713.806250	11
987	1846.000000	-10236714.806250	10
988	1848.000000	-10236716.806250	8
989	1850.000000	-10236713.806250	11
990	1852.000000	-10236715.806250	9
991	1854.000000	-10236712.806250	12
992	1856.000000	-10236713.806250	11
993	1858.000000	-10236717.806250	7
994	1860.000000	-10236720.806249	4
995	1862.000000	-10236720.806249	4
996	1864.000000	-10236712.806250	12
997	1866.000000	-10236712.806250	12
998	1868.000000	-10236711.806250	13
999	1870.000000	-10236713.806250	11
1000	1872.000000	-10236713.806250	11
1001	1874.000000	-10236709.806250	15
1002	1876.000000	-10236706.806250	18
1003	1878.000000	-10236710.806250	14
1004	1880.000000	-10236703.806250	21
1005	1882.000000	-10236706.806250	18
1006	1884.000000	-10236708.806250	16
1007	1886.000000	-10236704.806250	20
1008	1888.000000	-10236699.806250	25
1009	1890.000000	-10236701.806250	23
1010	1892.000000	-10236701.806250	23
1011	1894.000000	-10236705.806250	19
1012	1896.000000	-10236706.806250	18
1013	1898.000000	-10236704.806250	20
1014	1900.000000	-10236704.806250	20
1015	1902.000000	-10236696.806250	28
1016	1904.000000	-10236698.806250	26
1017	1906.000000	-10236696.806250	28
1018	1908.000000	-10236697.806250	27
1019	1910.000000	-10236700.806250	24
1020	1912.000000	-10236698.806250	26
1021	1914.000000	-10236693.806250	31
1022	1916.000000	-10236694.806250	30
1023	1918.000000	-10236695.806250	29
