i	E(i)	g[i]	hist[i]
214	-18004.000000	331.520816	2574132
216	-18000.000000	334.208730	2587051
218	-17996.000000	336.887544	2571261
220	-17992.000000	339.562282	2580038
222	-17988.000000	342.215899	2560670
224	-17984.000000	344.873053	2569422
226	-17980.000000	347.509965	2556095
228	-17976.000000	350.166591	2534588
230	-17972.000000	352.791499	2531250
232	-17968.000000	355.460231	2545486
234	-17964.000000	358.076522	2542688
236	-17960.000000	360.743655	2550676
238	-17956.000000	363.360709	2554348
240	-17952.000000	366.023034	2558481
242	-17948.000000	368.624143	2542617
244	-17944.000000	371.253827	2535839
246	-17940.000000	373.867299	2538671
248	-17936.000000	376.464250	2528007
250	-17932.000000	379.085008	2534405
252	-17928.000000	381.680949	2531720
254	-17924.000000	384.279721	2531417
256	-17920.000000	386.906589	2531810
258	-17916.000000	389.502267	2526247
260	-17912.000000	392.111112	2518513
262	-17908.000000	394.688560	2508260
264	-17904.000000	397.304000	2510492
266	-17900.000000	399.903928	2514313
268	-17896.000000	402.472182	2516920
270	-17892.000000	405.046908	2530448
272	-17888.000000	407.642341	2538256
274	-17884.000000	410.217576	2560079
276	-17880.000000	412.801389	2551407
278	-17876.000000	415.370742	2555316
280	-17872.000000	417.942285	2547747
282	-17868.000000	420.506303	2551817
284	-17864.000000	423.076337	2568549
286	-17860.000000	425.638453	2557866
288	-17856.000000	428.164639	2547483
290	-17852.000000	430.744672	2553743
292	-17848.000000	433.278846	2549988
294	-17844.000000	435.823133	2551695
296	-17840.000000	438.351462	2546618
298	-17836.000000	440.881902	2531607
300	-17832.000000	443.403501	2523485
302	-17828.000000	445.941550	2528814
304	-17824.000000	448.455085	2523376
306	-17820.000000	450.989060	2530253
308	-17816.000000	453.511560	2526327
310	-17812.000000	456.054099	2528804
312	-17808.000000	458.552674	2538959
314	-17804.000000	461.078590	2530862
316	-17800.000000	463.578832	2536401
318	-17796.000000	466.104705	2543242
320	-17792.000000	468.602792	2533025
322	-17788.000000	471.123183	2544244
324	-17784.000000	473.624465	2540952
326	-17780.000000	476.116647	2538535
328	-17776.000000	478.607587	2532363
330	-17772.000000	481.110669	2535733
332	-17768.000000	483.584777	2512124
334	-17764.000000	486.108016	2533386
336	-17760.000000	488.582982	2510751
338	-17756.000000	491.059579	2511745
340	-17752.000000	493.546994	2505369
342	-17748.000000	496.017978	2500718
344	-17744.000000	498.489001	2488348
346	-17740.000000	500.966491	2490440
348	-17736.000000	503.437347	2497386
350	-17732.000000	505.907596	2493404
352	-17728.000000	508.354903	2480584
354	-17724.000000	510.834350	2488530
356	-17720.000000	513.276889	2480198
358	-17716.000000	515.756887	2499557
360	-17712.000000	518.200792	2477759
362	-17708.000000	520.669524	2472614
364	-17704.000000	523.099677	2482666
366	-17700.000000	525.560085	2478540
368	-17696.000000	527.992278	2478382
370	-17692.000000	530.457759	2482140
372	-17688.000000	532.886098	2474113
374	-17684.000000	535.335576	2468609
376	-17680.000000	537.758336	2463563
378	-17676.000000	540.208274	2469792
380	-17672.000000	542.637725	2471518
382	-17668.000000	545.078262	2485938
384	-17664.000000	547.511184	2477722
386	-17660.000000	549.943742	2493403
388	-17656.000000	552.356242	2494210
390	-17652.000000	554.788238	2488722
392	-17648.000000	557.229032	2490993
394	-17644.000000	559.622442	2468303
396	-17640.000000	562.068956	2484483
398	-17636.000000	564.470582	2475755
400	-17632.000000	566.921811	2501985
402	-17628.000000	569.305990	2487673
404	-17624.000000	571.740728	2498775
406	-17620.000000	574.150230	2501364
408	-17616.000000	576.557504	2509383
410	-17612.000000	578.963363	2505062
412	-17608.000000	581.366367	2516814
414	-17604.000000	583.774164	2507815
416	-17600.000000	586.161889	2518685
418	-17596.000000	588.569104	2532487
420	-17592.000000	590.936467	2509573
422	-17588.000000	593.359903	2529009
424	-17584.000000	595.733857	2506897
426	-17580.000000	598.124311	2506141
428	-17576.000000	600.515861	2518212
430	-17572.000000	602.901515	2516016
432	-17568.000000	605.295741	2526842
434	-17564.000000	607.662744	2498003
436	-17560.000000	610.028734	2505161
438	-17556.000000	612.416349	2518423
440	-17552.000000	614.790420	2525162
442	-17548.000000	617.164882	2517262
444	-17544.000000	619.547735	2526289
446	-17540.000000	621.907535	2526560
448	-17536.000000	624.279342	2535386
450	-17532.000000	626.626111	2529911
452	-17528.000000	629.008211	2545075
454	-17524.000000	631.381368	2529833
456	-17520.000000	633.752220	2531264
458	-17516.000000	636.087230	2521740
460	-17512.000000	638.448528	2519306
462	-17508.000000	640.800403	2511962
464	-17504.000000	643.148061	2511223
466	-17500.000000	645.502893	2503207
468	-17496.000000	647.846050	2512084
470	-17492.000000	650.207477	2511786
472	-17488.000000	652.536098	2500386
474	-17484.000000	654.886165	2497728
476	-17480.000000	657.221940	2508841
478	-17476.000000	659.558757	2490354
480	-17472.000000	661.920192	2515222
482	-17468.000000	664.252899	2506744
484	-17464.000000	666.605888	2515522
486	-17460.000000	668.927753	2530164
488	-17456.000000	671.268957	2528397
490	-17452.000000	673.588644	2509053
492	-17448.000000	675.935226	2521692
494	-17444.000000	678.257509	2504209
496	-17440.000000	680.588958	2517984
498	-17436.000000	682.918760	2519237
500	-17432.000000	685.234121	2511911
502	-17428.000000	687.561685	2525799
504	-17424.000000	689.880018	2514073
506	-17420.000000	692.207695	2520658
508	-17416.000000	694.523851	2522309
510	-17412.000000	696.842916	2515343
512	-17408.000000	699.149269	2523856
514	-17404.000000	701.445308	2513128
516	-17400.000000	703.763929	2524827
518	-17396.000000	706.069498	2515469
520	-17392.000000	708.395198	2523006
522	-17388.000000	710.690521	2524676
524	-17384.000000	713.009822	2520778
526	-17380.000000	715.297811	2521875
528	-17376.000000	717.622587	2529015
530	-17372.000000	719.913221	2523133
532	-17368.000000	722.226844	2531726
534	-17364.000000	724.496553	2532041
536	-17360.000000	726.807581	2534215
538	-17356.000000	729.077644	2527864
540	-17352.000000	731.389585	2535647
542	-17348.000000	733.670017	2539198
544	-17344.000000	735.957485	2538960
546	-17340.000000	738.243105	2529353
548	-17336.000000	740.523206	2528661
550	-17332.000000	742.817863	2531900
552	-17328.000000	745.092067	2528320
554	-17324.000000	747.391269	2538140
556	-17320.000000	749.662143	2529304
558	-17316.000000	751.942468	2525527
560	-17312.000000	754.207811	2516751
562	-17308.000000	756.493959	2515423
564	-17304.000000	758.748914	2512887
566	-17300.000000	761.027174	2508311
568	-17296.000000	763.300483	2507710
570	-17292.000000	765.571041	2512146
572	-17288.000000	767.837236	2493195
574	-17284.000000	770.107931	2503259
576	-17280.000000	772.356289	2501516
578	-17276.000000	774.617658	2499677
580	-17272.000000	776.877508	2486921
582	-17268.000000	779.148843	2497433
584	-17264.000000	781.409889	2496388
586	-17260.000000	783.661745	2494757
588	-17256.000000	785.923046	2495774
590	-17252.000000	788.188902	2503385
592	-17248.000000	790.443739	2496645
594	-17244.000000	792.709209	2525522
596	-17240.000000	794.967891	2527936
598	-17236.000000	797.221542	2513660
600	-17232.000000	799.478798	2531528
602	-17228.000000	801.729013	2534381
604	-17224.000000	803.983173	2542960
606	-17220.000000	806.212120	2525940
608	-17216.000000	808.463915	2540791
610	-17212.000000	810.705600	2533474
612	-17208.000000	812.932909	2521097
614	-17204.000000	815.179249	2521562
616	-17200.000000	817.402033	2507925
618	-17196.000000	819.642584	2513953
620	-17192.000000	821.867475	2511141
622	-17188.000000	824.115646	2525826
624	-17184.000000	826.328886	2519905
626	-17180.000000	828.583112	2523027
628	-17176.000000	830.813772	2522071
630	-17172.000000	833.065908	2533801
632	-17168.000000	835.294271	2531517
634	-17164.000000	837.526010	2539065
636	-17160.000000	839.757410	2533479
638	-17156.000000	841.989404	2533983
640	-17152.000000	844.203672	2520511
642	-17148.000000	846.430946	2512108
644	-17144.000000	848.644028	2519612
646	-17140.000000	850.867582	2525467
648	-17136.000000	853.086853	2531350
650	-17132.000000	855.302906	2527936
652	-17128.000000	857.511345	2518482
654	-17124.000000	859.735758	2527493
656	-17120.000000	861.937820	2518074
658	-17116.000000	864.156658	2523510
660	-17112.000000	866.366459	2516100
662	-17108.000000	868.594419	2529933
664	-17104.000000	870.801616	2528740
666	-17100.000000	873.009525	2529480
668	-17096.000000	875.220562	2538366
670	-17092.000000	877.419498	2534636
672	-17088.000000	879.628435	2545985
674	-17084.000000	881.822470	2547629
676	-17080.000000	884.015348	2535111
678	-17076.000000	886.217575	2545754
680	-17072.000000	888.416790	2545152
682	-17068.000000	890.623154	2544712
684	-17064.000000	892.819128	2547287
686	-17060.000000	895.014212	2542153
688	-17056.000000	897.218294	2551181
690	-17052.000000	899.416912	2560588
692	-17048.000000	901.596611	2550966
694	-17044.000000	903.800342	2553472
696	-17040.000000	905.988266	2548802
698	-17036.000000	908.198339	2559911
700	-17032.000000	910.380571	2545267
702	-17028.000000	912.574514	2554807
704	-17024.000000	914.746282	2534613
706	-17020.000000	916.935276	2543044
708	-17016.000000	919.122932	2530474
710	-17012.000000	921.309280	2539420
712	-17008.000000	923.501177	2547369
714	-17004.000000	925.688190	2543556
716	-17000.000000	927.865541	2528261
718	-16996.000000	930.055633	2548364
720	-16992.000000	932.216028	2522769
722	-16988.000000	934.404673	2534197
724	-16984.000000	936.571545	2528204
726	-16980.000000	938.752668	2528557
728	-16976.000000	940.901764	2522360
730	-16972.000000	943.065842	2516998
732	-16968.000000	945.247864	2514334
734	-16964.000000	947.419626	2503613
736	-16960.000000	949.581869	2498251
738	-16956.000000	951.756416	2509702
740	-16952.000000	953.923620	2494555
742	-16948.000000	956.101171	2504697
744	-16944.000000	958.263056	2499737
746	-16940.000000	960.455219	2521802
748	-16936.000000	962.608044	2516394
750	-16932.000000	964.769669	2519792
752	-16928.000000	966.938868	2526959
754	-16924.000000	969.094952	2530470
756	-16920.000000	971.257349	2525063
758	-16916.000000	973.416510	2524121
760	-16912.000000	975.577003	2519170
762	-16908.000000	977.745693	2526584
764	-16904.000000	979.908371	2520824
766	-16900.000000	982.055857	2524165
768	-16896.000000	984.222864	2533255
770	-16892.000000	986.368046	2530880
772	-16888.000000	988.524029	2532640
774	-16884.000000	990.667065	2527014
776	-16880.000000	992.820215	2523027
778	-16876.000000	994.969858	2535783
780	-16872.000000	997.116968	2520015
782	-16868.000000	999.262878	2535144
784	-16864.000000	1001.403795	2515415
786	-16860.000000	1003.558041	2529284
788	-16856.000000	1005.702452	2534503
790	-16852.000000	1007.843832	2523291
792	-16848.000000	1009.980568	2530854
794	-16844.000000	1012.116413	2518938
796	-16840.000000	1014.255676	2527312
798	-16836.000000	1016.409134	2527536
800	-16832.000000	1018.536098	2529390
802	-16828.000000	1020.673437	2524755
804	-16824.000000	1022.807320	2522124
806	-16820.000000	1024.947411	2523090
808	-16816.000000	1027.084307	2533933
810	-16812.000000	1029.217285	2537644
812	-16808.000000	1031.348335	2543146
814	-16804.000000	1033.482040	2542544
816	-16800.000000	1035.620895	2538516
818	-16796.000000	1037.745779	2543717
820	-16792.000000	1039.863417	2526773
822	-16788.000000	1041.989738	2532336
824	-16784.000000	1044.112783	2524811
826	-16780.000000	1046.235205	2525973
828	-16776.000000	1048.367296	2521307
830	-16772.000000	1050.480251	2523742
832	-16768.000000	1052.613693	2531454
834	-16764.000000	1054.734253	2535214
836	-16760.000000	1056.855679	2538100
838	-16756.000000	1058.970232	2531749
840	-16752.000000	1061.096865	2534477
842	-16748.000000	1063.205095	2531705
844	-16744.000000	1065.321665	2531753
846	-16740.000000	1067.443024	2528672
848	-16736.000000	1069.554764	2534236
850	-16732.000000	1071.668499	2528500
852	-16728.000000	1073.792179	2529432
854	-16724.000000	1075.898123	2525179
856	-16720.000000	1078.003985	2520269
858	-16716.000000	1080.102518	2508627
860	-16712.000000	1082.206041	2504257
862	-16708.000000	1084.324818	2505890
864	-16704.000000	1086.427145	2503691
866	-16700.000000	1088.543610	2508914
868	-16696.000000	1090.642447	2507037
870	-16692.000000	1092.739880	2497860
872	-16688.000000	1094.834919	2493112
874	-16684.000000	1096.949759	2501977
876	-16680.000000	1099.057245	2503327
878	-16676.000000	1101.153204	2499875
880	-16672.000000	1103.258894	2492761
882	-16668.000000	1105.369326	2505723
884	-16664.000000	1107.472733	2502628
886	-16660.000000	1109.572405	2513025
888	-16656.000000	1111.683663	2496364
890	-16652.000000	1113.789967	2505678
892	-16648.000000	1115.887970	2501598
894	-16644.000000	1117.986473	2514492
896	-16640.000000	1120.090675	2509662
898	-16636.000000	1122.175825	2509675
900	-16632.000000	1124.272417	2512263
902	-16628.000000	1126.372379	2516908
904	-16624.000000	1128.467669	2517099
906	-16620.000000	1130.545136	2511738
908	-16616.000000	1132.659748	2521632
910	-16612.000000	1134.737900	2516584
912	-16608.000000	1136.845020	2527502
914	-16604.000000	1138.926575	2524248
916	-16600.000000	1141.030960	2526006
918	-16596.000000	1143.109196	2526784
920	-16592.000000	1145.205242	2516044
922	-16588.000000	1147.283722	2520670
924	-16584.000000	1149.372631	2521008
926	-16580.000000	1151.462927	2530543
928	-16576.000000	1153.546026	2527087
930	-16572.000000	1155.627319	2528086
932	-16568.000000	1157.707626	2524080
934	-16564.000000	1159.790053	2515083
936	-16560.000000	1161.867756	2526060
938	-16556.000000	1163.950478	2520112
940	-16552.000000	1166.030155	2529148
942	-16548.000000	1168.103178	2525101
944	-16544.000000	1170.172247	2525669
946	-16540.000000	1172.256178	2533941
948	-16536.000000	1174.329336	2533619
950	-16532.000000	1176.407683	2535767
952	-16528.000000	1178.487965	2546326
954	-16524.000000	1180.569361	2553913
956	-16520.000000	1182.642914	2567072
958	-16516.000000	1184.712477	2559357
960	-16512.000000	1186.777826	2553411
962	-16508.000000	1188.846752	2552382
964	-16504.000000	1190.914826	2554572
966	-16500.000000	1192.983462	2548185
968	-16496.000000	1195.050696	2539497
970	-16492.000000	1197.119553	2545560
972	-16488.000000	1199.191076	2555149
974	-16484.000000	1201.258099	2552124
976	-16480.000000	1203.327492	2552490
978	-16476.000000	1205.399061	2555327
980	-16472.000000	1207.456791	2544300
982	-16468.000000	1209.526697	2550333
984	-16464.000000	1211.574877	2535075
986	-16460.000000	1213.637781	2545341
988	-16456.000000	1215.697205	2536060
990	-16452.000000	1217.761654	2539984
992	-16448.000000	1219.817328	2541065
994	-16444.000000	1221.881569	2538754
996	-16440.000000	1223.928356	2525292
998	-16436.000000	1225.977322	2533906
1000	-16432.000000	1228.044878	2534587
1002	-16428.000000	1230.097393	2534450
1004	-16424.000000	1232.146654	2533923
1006	-16420.000000	1234.204464	2529170
1008	-16416.000000	1236.245739	2523604
1010	-16412.000000	1238.297032	2524884
1012	-16408.000000	1240.341078	2522545
1014	-16404.000000	1242.389881	2522534
1016	-16400.000000	1244.438547	2516217
1018	-16396.000000	1246.481488	2516706
1020	-16392.000000	1248.516196	2499243
1022	-16388.000000	1250.574885	2507295
1024	-16384.000000	1252.610590	2499705
1026	-16380.000000	1254.665333	2499206
1028	-16376.000000	1256.704005	2501099
1030	-16372.000000	1258.743967	2495263
1032	-16368.000000	1260.793394	2498365
1034	-16364.000000	1262.838293	2489229
1036	-16360.000000	1264.880602	2496405
1038	-16356.000000	1266.913298	2495457
1040	-16352.000000	1268.962895	2497632
1042	-16348.000000	1271.007237	2495228
1044	-16344.000000	1273.044842	2495334
1046	-16340.000000	1275.077212	2492099
1048	-16336.000000	1277.109787	2494782
1050	-16332.000000	1279.150095	2497249
1052	-16328.000000	1281.180609	2497857
1054	-16324.000000	1283.225239	2502006
1056	-16320.000000	1285.256996	2501550
1058	-16316.000000	1287.287363	2503167
1060	-16312.000000	1289.326231	2506793
1062	-16308.000000	1291.351555	2513510
1064	-16304.000000	1293.389736	2511726
1066	-16300.000000	1295.421154	2514372
1068	-16296.000000	1297.442343	2512951
1070	-16292.000000	1299.475968	2517610
1072	-16288.000000	1301.497532	2503450
1074	-16284.000000	1303.522656	2514576
1076	-16280.000000	1305.556967	2519901
1078	-16276.000000	1307.602635	2531626
1080	-16272.000000	1309.615847	2529451
1082	-16268.000000	1311.647105	2526037
1084	-16264.000000	1313.686842	2534733
1086	-16260.000000	1315.706211	2527138
1088	-16256.000000	1317.733208	2533910
1090	-16252.000000	1319.755259	2539481
1092	-16248.000000	1321.774706	2532127
1094	-16244.000000	1323.803723	2537244
1096	-16240.000000	1325.837408	2552469
1098	-16236.000000	1327.855996	2550552
1100	-16232.000000	1329.875702	2546568
1102	-16228.000000	1331.902829	2548722
1104	-16224.000000	1333.915551	2539178
1106	-16220.000000	1335.918309	2537490
1108	-16216.000000	1337.941544	2541276
1110	-16212.000000	1339.951422	2546827
1112	-16208.000000	1341.971020	2534624
1114	-16204.000000	1343.982190	2535992
1116	-16200.000000	1345.992001	2521348
1118	-16196.000000	1348.013462	2531630
1120	-16192.000000	1350.027289	2537243
1122	-16188.000000	1352.046023	2531033
1124	-16184.000000	1354.053513	2520414
1126	-16180.000000	1356.054142	2516828
1128	-16176.000000	1358.074717	2524123
1130	-16172.000000	1360.080870	2527127
1132	-16168.000000	1362.096718	2538026
1134	-16164.000000	1364.102736	2538335
1136	-16160.000000	1366.121598	2536942
1138	-16156.000000	1368.125874	2534122
1140	-16152.000000	1370.141879	2540251
1142	-16148.000000	1372.143467	2534006
1144	-16144.000000	1374.154042	2548392
1146	-16140.000000	1376.149029	2540652
1148	-16136.000000	1378.146719	2532733
1150	-16132.000000	1380.154181	2534313
1152	-16128.000000	1382.157465	2542501
1154	-16124.000000	1384.158089	2552228
1156	-16120.000000	1386.158415	2550213
1158	-16116.000000	1388.172095	2552369
1160	-16112.000000	1390.166459	2543720
1162	-16108.000000	1392.175866	2542524
1164	-16104.000000	1394.178296	2546870
1166	-16100.000000	1396.176506	2548864
1168	-16096.000000	1398.174801	2538740
1170	-16092.000000	1400.168124	2538741
1172	-16088.000000	1402.156575	2530908
1174	-16084.000000	1404.164082	2528458
1176	-16080.000000	1406.161778	2521282
1178	-16076.000000	1408.149323	2517956
1180	-16072.000000	1410.144879	2527816
1182	-16068.000000	1412.131091	2517979
1184	-16064.000000	1414.136075	2520942
1186	-16060.000000	1416.121985	2525969
1188	-16056.000000	1418.106829	2511465
1190	-16052.000000	1420.102120	2517822
1192	-16048.000000	1422.092066	2511279
1194	-16044.000000	1424.075976	2513711
1196	-16040.000000	1426.066624	2506554
1198	-16036.000000	1428.063353	2510249
1200	-16032.000000	1430.045933	2497464
1202	-16028.000000	1432.035916	2500668
1204	-16024.000000	1434.025006	2494620
1206	-16020.000000	1436.017132	2506346
1208	-16016.000000	1438.005707	2498248
1210	-16012.000000	1439.992884	2504703
1212	-16008.000000	1441.983778	2500251
1214	-16004.000000	1443.972981	2498604
1216	-16000.000000	1445.963650	2497324
1218	-15996.000000	1447.939297	2498950
1220	-15992.000000	1449.934752	2505067
1222	-15988.000000	1451.918980	2501112
1224	-15984.000000	1453.903719	2499093
1226	-15980.000000	1455.879868	2491272
1228	-15976.000000	1457.865225	2490581
1230	-15972.000000	1459.852082	2496730
1232	-15968.000000	1461.832503	2492149
1234	-15964.000000	1463.819157	2499012
1236	-15960.000000	1465.800599	2498438
1238	-15956.000000	1467.773108	2500505
1240	-15952.000000	1469.750315	2500055
1242	-15948.000000	1471.733143	2504096
1244	-15944.000000	1473.708237	2504764
1246	-15940.000000	1475.680548	2500415
1248	-15936.000000	1477.658745	2503818
1250	-15932.000000	1479.634009	2503855
1252	-15928.000000	1481.620236	2507518
1254	-15924.000000	1483.585383	2505069
1256	-15920.000000	1485.560309	2497355
1258	-15916.000000	1487.529534	2496724
1260	-15912.000000	1489.509625	2507344
1262	-15908.000000	1491.483428	2510971
1264	-15904.000000	1493.451470	2498060
1266	-15900.000000	1495.416621	2502983
1268	-15896.000000	1497.395512	2511798
1270	-15892.000000	1499.352952	2501556
1272	-15888.000000	1501.322016	2506975
1274	-15884.000000	1503.297368	2514854
1276	-15880.000000	1505.260008	2514029
1278	-15876.000000	1507.224219	2511133
1280	-15872.000000	1509.187699	2505854
1282	-15868.000000	1511.152424	2500958
1284	-15864.000000	1513.116820	2502565
1286	-15860.000000	1515.080720	2495496
1288	-15856.000000	1517.044560	2492762
1290	-15852.000000	1519.012087	2494097
1292	-15848.000000	1520.991171	2502169
1294	-15844.000000	1522.945658	2497253
1296	-15840.000000	1524.912829	2501861
1298	-15836.000000	1526.874474	2500020
1300	-15832.000000	1528.829793	2492440
1302	-15828.000000	1530.790608	2488250
1304	-15824.000000	1532.752299	2480209
1306	-15820.000000	1534.713635	2481910
1308	-15816.000000	1536.674962	2487680
1310	-15812.000000	1538.640544	2487131
1312	-15808.000000	1540.595837	2492436
1314	-15804.000000	1542.557946	2498814
1316	-15800.000000	1544.505124	2495076
1318	-15796.000000	1546.467005	2496465
1320	-15792.000000	1548.408930	2488761
1322	-15788.000000	1550.365914	2486212
1324	-15784.000000	1552.314570	2479219
1326	-15780.000000	1554.285975	2484355
1328	-15776.000000	1556.222592	2476954
1330	-15772.000000	1558.178839	2478497
1332	-15768.000000	1560.125180	2476972
1334	-15764.000000	1562.085877	2479338
1336	-15760.000000	1564.027976	2476063
1338	-15756.000000	1565.977978	2476484
1340	-15752.000000	1567.934672	2483069
1342	-15748.000000	1569.879386	2482137
1344	-15744.000000	1571.827874	2480542
1346	-15740.000000	1573.781521	2479004
1348	-15736.000000	1575.738032	2484351
1350	-15732.000000	1577.687985	2486630
1352	-15728.000000	1579.630236	2489147
1354	-15724.000000	1581.572547	2485105
1356	-15720.000000	1583.520560	2488659
1358	-15716.000000	1585.469649	2488095
1360	-15712.000000	1587.424023	2498984
1362	-15708.000000	1589.369225	2491246
1364	-15704.000000	1591.305087	2489831
1366	-15700.000000	1593.256812	2490699
1368	-15696.000000	1595.219506	2506878
1370	-15692.000000	1597.168975	2500145
1372	-15688.000000	1599.115401	2503539
1374	-15684.000000	1601.065728	2508544
1376	-15680.000000	1603.010394	2506927
1378	-15676.000000	1604.955147	2513206
1380	-15672.000000	1606.895949	2515133
1382	-15668.000000	1608.835524	2516593
1384	-15664.000000	1610.787110	2525288
1386	-15660.000000	1612.734881	2525885
1388	-15656.000000	1614.666739	2522389
1390	-15652.000000	1616.602778	2523533
1392	-15648.000000	1618.546103	2526111
1394	-15644.000000	1620.481312	2522824
1396	-15640.000000	1622.422597	2523622
1398	-15636.000000	1624.359135	2521290
1400	-15632.000000	1626.297900	2521803
1402	-15628.000000	1628.227601	2514888
1404	-15624.000000	1630.171950	2513825
1406	-15620.000000	1632.095671	2513583
1408	-15616.000000	1634.023429	2508517
1410	-15612.000000	1635.952483	2500027
1412	-15608.000000	1637.886656	2517355
1414	-15604.000000	1639.815196	2508455
1416	-15600.000000	1641.757928	2509428
1418	-15596.000000	1643.696566	2515431
1420	-15592.000000	1645.634137	2517106
1422	-15588.000000	1647.562701	2514497
1424	-15584.000000	1649.500394	2513704
1426	-15580.000000	1651.442752	2522097
1428	-15576.000000	1653.368535	2520006
1430	-15572.000000	1655.310612	2524852
1432	-15568.000000	1657.227080	2523241
1434	-15564.000000	1659.151883	2515068
1436	-15560.000000	1661.075532	2517208
1438	-15556.000000	1663.006901	2519676
1440	-15552.000000	1664.924699	2512196
1442	-15548.000000	1666.862183	2517076
1444	-15544.000000	1668.782161	2508277
1446	-15540.000000	1670.696414	2499735
1448	-15536.000000	1672.635981	2505731
1450	-15532.000000	1674.554541	2502785
1452	-15528.000000	1676.489836	2504199
1454	-15524.000000	1678.418006	2502883
1456	-15520.000000	1680.341914	2506189
1458	-15516.000000	1682.263037	2494865
1460	-15512.000000	1684.193639	2499254
1462	-15508.000000	1686.106246	2492417
1464	-15504.000000	1688.043896	2497514
1466	-15500.000000	1689.960355	2486158
1468	-15496.000000	1691.889260	2496918
1470	-15492.000000	1693.808837	2492347
1472	-15488.000000	1695.734204	2488552
1474	-15484.000000	1697.655274	2490626
1476	-15480.000000	1699.580682	2486732
1478	-15476.000000	1701.489621	2482498
1480	-15472.000000	1703.421313	2490697
1482	-15468.000000	1705.342068	2493714
1484	-15464.000000	1707.255845	2488382
