i	E(i)	g[i]	hist[i]
408	-336.000000	349.066181	277504
410	-332.000000	350.097427	277096
412	-328.000000	351.121641	277083
414	-324.000000	352.143484	275475
416	-320.000000	353.156260	274543
418	-316.000000	354.153263	274432
420	-312.000000	355.136271	272517
422	-308.000000	356.118330	270071
424	-304.000000	357.082726	272276
426	-300.000000	358.033733	269404
428	-296.000000	358.981899	269824
430	-292.000000	359.910305	266894
432	-288.000000	360.836466	268025
434	-284.000000	361.751057	266820
436	-280.000000	362.654657	266217
438	-276.000000	363.543526	267586
440	-272.000000	364.425024	269837
442	-268.000000	365.294107	269715
444	-264.000000	366.154999	268602
446	-260.000000	366.999973	267456
448	-256.000000	367.830133	266453
450	-252.000000	368.656160	269667
452	-248.000000	369.465631	269261
454	-244.000000	370.269150	270536
456	-240.000000	371.058775	269693
458	-236.000000	371.837690	270869
460	-232.000000	372.605856	270931
462	-228.000000	373.368631	269969
464	-224.000000	374.110773	270031
466	-220.000000	374.842434	268900
468	-216.000000	375.560040	268184
470	-212.000000	376.270054	268434
472	-208.000000	376.965889	266298
474	-204.000000	377.647326	266927
476	-200.000000	378.321499	267468
478	-196.000000	378.974068	268858
480	-192.000000	379.623297	268171
482	-188.000000	380.254278	268293
484	-184.000000	380.879127	267724
486	-180.000000	381.491074	269808
488	-176.000000	382.082849	268933
490	-172.000000	382.664158	267258
492	-168.000000	383.235924	268698
494	-164.000000	383.795355	268599
496	-160.000000	384.343061	269361
498	-156.000000	384.880119	268704
500	-152.000000	385.396223	268539
502	-148.000000	385.904640	269000
504	-144.000000	386.396971	268167
506	-140.000000	386.880590	267471
508	-136.000000	387.352827	268489
510	-132.000000	387.808617	270670
512	-128.000000	388.257027	271320
514	-124.000000	388.686432	270130
516	-120.000000	389.105301	270698
518	-116.000000	389.509256	271243
520	-112.000000	389.896572	272102
522	-108.000000	390.272934	272006
524	-104.000000	390.638115	272338
526	-100.000000	390.991760	271032
528	-96.000000	391.329300	270522
530	-92.000000	391.656240	269173
532	-88.000000	391.963444	269496
534	-84.000000	392.259636	270068
536	-80.000000	392.538750	270780
538	-76.000000	392.806648	268884
540	-72.000000	393.065149	267989
542	-68.000000	393.306753	267837
544	-64.000000	393.537481	266415
546	-60.000000	393.755976	266035
548	-56.000000	393.952621	267252
550	-52.000000	394.136816	267161
552	-48.000000	394.308689	269742
554	-44.000000	394.465746	269219
556	-40.000000	394.611401	268772
558	-36.000000	394.742208	269845
560	-32.000000	394.862349	268671
562	-28.000000	394.964050	268676
564	-24.000000	395.055822	267177
566	-20.000000	395.134287	268497
568	-16.000000	395.200491	268493
570	-12.000000	395.249109	268249
572	-8.000000	395.284803	266309
574	-4.000000	395.307346	266274
576	0.000000	395.316364	264910
578	4.000000	395.308849	264778
580	8.000000	395.286619	264195
582	12.000000	395.249493	263812
584	16.000000	395.198671	262509
586	20.000000	395.133484	262828
588	24.000000	395.054882	265024
590	28.000000	394.964024	265668
592	32.000000	394.854094	267339
594	36.000000	394.737158	266483
596	40.000000	394.600748	266469
598	44.000000	394.451811	265795
600	48.000000	394.293016	265597
602	52.000000	394.120499	264530
604	56.000000	393.932270	264696
606	60.000000	393.732414	263844
608	64.000000	393.517294	263591
610	68.000000	393.284527	261620
612	72.000000	393.040253	260936
614	76.000000	392.789364	261118
616	80.000000	392.519590	259375
618	84.000000	392.236387	258769
620	88.000000	391.939089	259131
622	92.000000	391.628284	260464
624	96.000000	391.297993	260016
626	100.000000	390.960339	261670
628	104.000000	390.609869	259719
630	108.000000	390.245165	262217
632	112.000000	389.865873	261495
634	116.000000	389.473286	261200
636	120.000000	389.063997	260871
638	124.000000	388.645071	259949
640	128.000000	388.213770	260603
642	132.000000	387.765907	259560
644	136.000000	387.313965	260044
646	140.000000	386.842213	257420
648	144.000000	386.360300	257231
650	148.000000	385.866079	255779
652	152.000000	385.357866	256255
654	156.000000	384.832605	255997
656	160.000000	384.297039	255662
658	164.000000	383.748802	254404
660	168.000000	383.189850	254622
662	172.000000	382.617359	256116
664	176.000000	382.037477	256649
666	180.000000	381.438066	256267
668	184.000000	380.829842	256810
670	188.000000	380.203274	258366
672	192.000000	379.565170	259642
674	196.000000	378.919727	259864
676	200.000000	378.258583	257962
678	204.000000	377.590305	257872
680	208.000000	376.905357	256968
682	212.000000	376.207411	258099
684	216.000000	375.498007	256809
686	220.000000	374.777710	256878
688	224.000000	374.041101	257945
690	228.000000	373.299889	259090
692	232.000000	372.548096	262136
694	236.000000	371.784578	260957
696	240.000000	371.010807	262566
698	244.000000	370.221867	262146
700	248.000000	369.421036	262142
702	252.000000	368.603840	263078
704	256.000000	367.782608	264296
706	260.000000	366.946341	263811
708	264.000000	366.097214	264232
710	268.000000	365.237913	264323
712	272.000000	364.365013	264380
714	276.000000	363.484575	264215
716	280.000000	362.596657	266026
718	284.000000	361.691793	265877
720	288.000000	360.781000	266495
722	292.000000	359.856537	266280
724	296.000000	358.921547	266634
726	300.000000	357.973700	268003
728	304.000000	357.024288	266562
730	308.000000	356.059948	266208
732	312.000000	355.080893	264647
734	316.000000	354.089409	267588
736	320.000000	353.092733	267285
738	324.000000	352.083353	268063
740	328.000000	351.074743	268403
742	332.000000	350.045185	268524
744	336.000000	349.014746	270675
746	340.000000	347.964497	273094
748	344.000000	346.913139	275154
750	348.000000	345.845999	277585
752	352.000000	344.765913	278009
754	356.000000	343.680805	278572
756	360.000000	342.582119	279052
758	364.000000	341.485371	277972
760	368.000000	340.363998	281842
762	372.000000	339.239969	282699
764	376.000000	338.107777	282502
766	380.000000	336.976006	283354
768	384.000000	335.827232	282802
770	388.000000	334.673197	283035
772	392.000000	333.505659	283857
774	396.000000	332.327137	281780
776	400.000000	331.144066	282784
778	404.000000	329.949440	284472
780	408.000000	328.745184	285049
782	412.000000	327.531364	286884
784	416.000000	326.310616	281958
786	420.000000	325.084539	283683
788	424.000000	323.847712	285453
790	428.000000	322.602684	283100
792	432.000000	321.351530	284969
794	436.000000	320.089630	287298
796	440.000000	318.814375	286195
798	444.000000	317.536585	286559
800	448.000000	316.248629	284947
802	452.000000	314.955805	286395
804	456.000000	313.655176	285671
806	460.000000	312.341980	285072
808	464.000000	311.023581	282889
810	468.000000	309.688578	278061
812	472.000000	308.355461	278614
814	476.000000	307.011400	278209
816	480.000000	305.659803	275705
818	484.000000	304.306488	274186
820	488.000000	302.937672	277286
822	492.000000	301.571730	277663
824	496.000000	300.191534	278047
826	500.000000	298.801558	277899
828	504.000000	297.408957	275655
830	508.000000	296.006954	274830
832	512.000000	294.599298	274211
834	516.000000	293.183878	272061
836	520.000000	291.756163	275279
838	524.000000	290.325129	274633
840	528.000000	288.882425	275265
842	532.000000	287.433676	274039
844	536.000000	285.979946	270388
846	540.000000	284.516685	272410
848	544.000000	283.048027	269832
850	548.000000	281.581940	270986
852	552.000000	280.102247	272785
854	556.000000	278.618460	275949
856	560.000000	277.123629	270431
858	564.000000	275.636065	270777
860	568.000000	274.140682	269726
862	572.000000	272.636847	269285
864	576.000000	271.129709	270261
866	580.000000	269.596292	267725
868	584.000000	268.071632	264576
870	588.000000	266.538109	263952
872	592.000000	264.995846	263862
874	596.000000	263.443094	261511
876	600.000000	261.889494	260453
878	604.000000	260.339378	259526
880	608.000000	258.775938	260293
882	612.000000	257.205563	261684
884	616.000000	255.618149	260500
886	620.000000	254.043079	259336
888	624.000000	252.451616	261991
890	628.000000	250.880438	260201
892	632.000000	249.280542	256459
894	636.000000	247.675865	260180
896	640.000000	246.079382	256665
898	644.000000	244.470442	255057
900	648.000000	242.861210	257898
902	652.000000	241.240547	254468
904	656.000000	239.622915	253621
906	660.000000	237.986683	251196
908	664.000000	236.359869	250033
910	668.000000	234.723728	248710
912	672.000000	233.082529	248551
914	676.000000	231.433071	248560
916	680.000000	229.788147	247476
918	684.000000	228.132959	249043
920	688.000000	226.475800	245722
922	692.000000	224.813894	246339
924	696.000000	223.142870	247603
926	700.000000	221.467461	247920
928	704.000000	219.802027	248277
930	708.000000	218.120272	245627
932	712.000000	216.448025	247476
934	716.000000	214.763237	249034
936	720.000000	213.061907	250333
938	724.000000	211.381330	255239
940	728.000000	209.689713	257378
942	732.000000	207.992641	260208
944	736.000000	206.286499	260944
946	740.000000	204.576817	264604
948	744.000000	202.874315	259695
950	748.000000	201.160717	261078
952	752.000000	199.449791	260340
954	756.000000	197.740917	255476
956	760.000000	196.035048	260053
958	764.000000	194.321728	263740
960	768.000000	192.607527	263069
962	772.000000	190.887627	266302
964	776.000000	189.159416	266696
966	780.000000	187.435596	273498
968	784.000000	185.708132	274573
970	788.000000	183.982956	277694
972	792.000000	182.253019	276885
974	796.000000	180.521492	276168
976	800.000000	178.775993	280870
978	804.000000	177.050966	285363
980	808.000000	175.317389	287953
982	812.000000	173.574940	290822
984	816.000000	171.833937	289183
986	820.000000	170.081194	290363
988	824.000000	168.340172	289268
990	828.000000	166.575363	289368
992	832.000000	164.824219	289456
994	836.000000	163.066217	287645
996	840.000000	161.304138	290702
998	844.000000	159.549500	293716
1000	848.000000	157.780573	290185
1002	852.000000	156.014435	294228
1004	856.000000	154.240782	294475
1006	860.000000	152.460962	296921
1008	864.000000	150.691896	295819
1010	868.000000	148.899065	296473
1012	872.000000	147.115147	294076
1014	876.000000	145.321207	295373
1016	880.000000	143.531084	296707
1018	884.000000	141.727764	297170
1020	888.000000	139.937971	300269
1022	892.000000	138.124435	300346
1024	896.000000	136.315102	307482
1026	900.000000	134.507401	304678
1028	904.000000	132.678864	310486
1030	908.000000	130.854744	307442
1032	912.000000	129.029522	305202
1034	916.000000	127.188705	303466
1036	920.000000	125.350805	305509
1038	924.000000	123.514042	304346
1040	928.000000	121.660933	300825
1042	932.000000	119.811287	300318
1044	936.000000	117.947081	304105
1046	940.000000	116.085447	301543
1048	944.000000	114.224201	304044
1050	948.000000	112.349136	298834
1052	952.000000	110.484524	299432
1054	956.000000	108.595325	305138
1056	960.000000	106.716373	300222
1058	964.000000	104.828257	303069
1060	968.000000	102.927620	298798
1062	972.000000	101.014015	299460
1064	976.000000	99.100006	297888
1066	980.000000	97.152975	297243
1068	984.000000	95.219692	294124
1070	988.000000	93.276791	287558
1072	992.000000	91.321228	287594
1074	996.000000	89.362818	288531
1076	1000.000000	87.408625	283635
1078	1004.000000	85.424553	289302
1080	1008.000000	83.442953	286639
1082	1012.000000	81.446651	295824
1084	1016.000000	79.439661	290547
1086	1020.000000	77.432325	286965
1088	1024.000000	75.405586	287206
1090	1028.000000	73.382641	284450
1092	1032.000000	71.339794	281138
1094	1036.000000	69.260933	287872
1096	1040.000000	67.195606	282914
1098	1044.000000	65.093332	289847
1100	1048.000000	63.016016	288745
1102	1052.000000	60.883347	286602
1104	1056.000000	58.765694	282442
1106	1060.000000	56.627213	284806
1108	1064.000000	54.494287	282735
1110	1068.000000	52.309315	275948
1112	1072.000000	50.139862	273382
1114	1076.000000	47.936300	279337
1116	1080.000000	45.719557	271991
1118	1084.000000	43.433891	273776
1120	1088.000000	41.214998	273007
1122	1092.000000	38.848703	264801
1124	1096.000000	36.615879	269904
1126	1100.000000	34.159218	271560
1128	1104.000000	31.970596	275462
1130	1108.000000	29.315231	266398
1132	1112.000000	27.187292	281251
1134	1116.000000	24.273968	292440
1136	1120.000000	22.280548	301696
1138	1124.000000	18.993732	288832
1140	1128.000000	17.222832	298702
1142	1132.000000	13.308037	311920
1144	1136.000000	11.919609	309722
1146	1140.000000	6.929977	305958
1148	1144.000000	6.270569	295642
1152	1152.000000	-0.091513	305599
