0.1000	-0.500000000	0.000000001	-0.502248618	0.022486183
0.1100	-0.500000000	0.000000006	-0.502473480	0.022486183
0.1200	-0.500000000	0.000000022	-0.502698342	0.022486184
0.1300	-0.499999999	0.000000068	-0.502923204	0.022486187
0.1400	-0.499999998	0.000000177	-0.503148066	0.022486196
0.1500	-0.499999996	0.000000400	-0.503372928	0.022486215
0.1600	-0.499999990	0.000000810	-0.503597790	0.022486252
0.1700	-0.499999978	0.000001499	-0.503822653	0.022486321
0.1800	-0.499999958	0.000002576	-0.504047517	0.022486435
0.1900	-0.499999925	0.000004158	-0.504272382	0.022486614
0.2000	-0.499999873	0.000006368	-0.504497249	0.022486880
0.2100	-0.499999795	0.000009327	-0.504722120	0.022487259
0.2200	-0.499999684	0.000013147	-0.504946995	0.022487778
0.2300	-0.499999529	0.000017928	-0.505171876	0.022488464
0.2400	-0.499999322	0.000023756	-0.505396765	0.022489346
0.2500	-0.499999050	0.000030696	-0.505621664	0.022490453
0.2600	-0.499998704	0.000038799	-0.505846575	0.022491811
0.2700	-0.499998270	0.000048094	-0.506071501	0.022493446
0.2800	-0.499997738	0.000058596	-0.506296445	0.022495381
0.2900	-0.499997094	0.000070301	-0.506521409	0.022497638
0.3000	-0.499996328	0.000083192	-0.506746398	0.022500235
0.3100	-0.499995427	0.000097240	-0.506971415	0.022503189
0.3200	-0.499994379	0.000112402	-0.507196463	0.022506512
0.3300	-0.499993175	0.000128630	-0.507421547	0.022510217
0.3400	-0.499991803	0.000145867	-0.507646669	0.022514311
0.3500	-0.499990255	0.000164048	-0.507871834	0.022518799
0.3600	-0.499988520	0.000183108	-0.508097046	0.022523686
0.3700	-0.499986590	0.000202976	-0.508322309	0.022528972
0.3800	-0.499984458	0.000223580	-0.508547627	0.022534657
0.3900	-0.499982116	0.000244847	-0.508773004	0.022540738
0.4000	-0.499979559	0.000266706	-0.508998443	0.022547211
0.4100	-0.499976780	0.000289083	-0.509223949	0.022554071
0.4200	-0.499973776	0.000311909	-0.509449526	0.022561310
0.4300	-0.499970541	0.000335114	-0.509675177	0.022568921
0.4400	-0.499967072	0.000358633	-0.509900906	0.022576894
0.4500	-0.499963367	0.000382402	-0.510126716	0.022585219
0.4600	-0.499959424	0.000406358	-0.510352611	0.022593886
0.4700	-0.499955240	0.000430444	-0.510578595	0.022602883
0.4800	-0.499950814	0.000454604	-0.510804670	0.022612199
0.4900	-0.499946147	0.000478787	-0.511030840	0.022621821
0.5000	-0.499941239	0.000502943	-0.511257107	0.022631737
0.5100	-0.499936089	0.000527027	-0.511483475	0.022641934
